,Item Name,2020 CPT Code,Average Charge,Hospital Name,lat,lon,Source
576,Comprehensive Metabolic Panel,80053.0,275.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
577,Magnesium,83735.0,123.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
578,Blood Culture,87040.0,260.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
579,Prothrombin Time,85610.0,114.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
580,  BACT CULTURE - URINE; QUAN COUNT,87086.0,223.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
581,"Troponin, Quantitative",84484.0,114.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
582,Partial Thromboplastin Time,85730.0,114.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
583,"Urinalysis, with microscopy",81001.0,93.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
584,Ultrasound Pelvis Echogram Complete,76856.0,866.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
585,"CT Scan, Head or Brain, without contrast",70450.0,2248.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
586,"Ultrasound, OB <14 weeks, single fetus",76801.0,1146.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
587,"Ultrasound, Limited (size, PL. LOC, Position)",76815.0,573.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
588,"Ultrasound, Abdomen, Complete",76700.0,1041.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
589,  X-RAY EXAM CHEST 1 VIEW,71045.0,206.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
590,"X-Ray, Chest, two views",71046.0,411.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
591,"Physical Therapy, Evaluation",97161.0,293.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
592,12 LEAD EKG; TRACING ONLY,93005.0,328.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
593,"Physical Therapy, Therapeutic Exercise",97110.0,110.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
594,"Colonoscopy, diagnostic",45378.0,1261.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
595,"Colonoscopy, with biopsy",45380.0,1357.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
596,"Colonoscopy, with lesion removal, by snare technique",45385.0,1519.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
597,"Endoscopy, Upper GI, with biopsy",43239.0,1208.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
598,EGD with Guide Wire Dilation Esophagus,43248.0,1600.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
599,"Emergency Room Visit, Level 2 (low to moderate severity)",99282.0,323.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
600,"Emergency Room Visit, Level 3 (moderate severity)",99283.0,751.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
601,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284.0,959.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
602,Basic Metabolic Panel,80048.0,229.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
603,ASSAY OF LIPASE,83690.0,163.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
604,"Complete Blood Count, with differential WBC, automated",85025.0,140.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
605,Comprehensive Metabolic Panel,80053.0,275.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
606,Magnesium,83735.0,123.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
607,Blood Culture,87040.0,260.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
608,Prothrombin Time,85610.0,114.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
609,  BACT CULTURE - URINE; QUAN COUNT,87086.0,223.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
610,"Troponin, Quantitative",84484.0,114.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
611,Partial Thromboplastin Time,85730.0,114.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
612,"Urinalysis, with microscopy",81001.0,93.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
613,Ultrasound Pelvis Echogram Complete,76856.0,866.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
614,"CT Scan, Head or Brain, without contrast",70450.0,2248.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
615,"Ultrasound, OB <14 weeks, single fetus",76801.0,1146.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
616,"Ultrasound, Limited (size, PL. LOC, Position)",76815.0,573.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
617,"Ultrasound, Abdomen, Complete",76700.0,1041.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
618,  X-RAY EXAM CHEST 1 VIEW,71045.0,206.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
619,"X-Ray, Chest, two views",71046.0,411.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
620,"Physical Therapy, Evaluation",97161.0,293.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
621,12 LEAD EKG; TRACING ONLY,93005.0,328.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
622,"Physical Therapy, Therapeutic Exercise",97110.0,110.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
623,"Colonoscopy, diagnostic",45378.0,1261.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
624,"Colonoscopy, with biopsy",45380.0,1357.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
625,"Colonoscopy, with lesion removal, by snare technique",45385.0,1519.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
626,"Endoscopy, Upper GI, with biopsy",43239.0,1208.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
627,EGD with Guide Wire Dilation Esophagus,43248.0,1600.0,Emanate Health Queen of the Valley Hospital,34.0640136,-117.9448919,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
628,"Emergency Room Visit, Level 2 (low to moderate severity)",99282.0,1156.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
629,"Emergency Room Visit, Level 3 (moderate severity)",99283.0,2077.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
630,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284.0,3329.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
631,Basic Metabolic Panel,80048.0,170.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
632,Comprehensive Metabolic Panel,80053.0,198.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
633,Lipid Panel,80061.0,224.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
634,"Creatine Kinase (CK), (CPK), Total",82550.0,130.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
635,"Blood Gas Analysis, including 02 saturation",82805.0,785.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
636,Thyroid Stimulating Hormone,84443.0,185.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
637,"Troponin, Quantitative",84484.0,367.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
638,"Complete Blood Count, with differential WBC, automated",85025.0,122.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
639,"Complete Blood Count, automated",85027.0,135.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
640,Prothrombin Time,85610.0,77.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
641,Partial Thromboplastin Time,85730.0,188.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
642,"CT Scan, Head or Brain, without contrast",70450.0,3075.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
643,"X-Ray, Chest, two views",71046.0,511.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
644,"X-Ray, Lower Back, minimum four views",72110.0,837.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
645,"CT Scan, Pelvis, with contrast",72193.0,4129.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
646,"CT Scan, Abdomen, with contrast",74160.0,3816.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
647,"Ultrasound, Abdomen, Complete",76700.0,1338.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
648,"Ultrasound, OB, 14 weeks or more, transabdominal",76805.0,1294.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
649,12 LEAD EKG; TRACING ONLY,93005.0,244.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
650,"Echocardiography, Transthoracic, complete, without Doppler",93307.0,1970.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
651,"Inhalation Treatment, pressurized or nonpressurized",94640.0,466.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
652,"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881.0,17551.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
653,Carpal Tunnel Surgery,64721.0,10333.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
654,"Cataract Removal with Insertion of Intraocular Lens, 1 Stage",66984.0,14568.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
655,"Colonoscopy, diagnostic",45378.0,3576.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
656,"Colonoscopy, with biopsy",45380.0,7139.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
657,"Colonoscopy, with lesion removal, by snare technique",45385.0,9566.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
658,"Endoscopy, Upper GI, with biopsy",43239.0,7656.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
659,"Endoscopy, Upper GI, diagnostic",43235.0,4784.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
660,"Excision, Breast Lesion, without preoperative radiological marker",19120.0,15858.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
661,"Hernia Repair, Inguinal, 5 years and older",49505.0,21802.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
662,Laparoscopic Cholecystectomy,47562.0,28538.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
663,"Tympanostomy (insert ventilating  tube, general anesthesia)",69436.0,10252.0,Sutter Davis Hospital,38.5609809,-121.7726838,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
664,"Emergency Room Visit, Level 2 (low to moderate severity)",99282.0,1156.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
665,"Emergency Room Visit, Level 3 (moderate severity)",99283.0,2077.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
666,"Emergency Room Visit, Level 4 (high severity without signigicant threat)",99284.0,3329.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
667,Basic Metabolic Panel,80048.0,170.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
668,Comprehensive Metabolic Panel,80053.0,198.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
669,Lipid Panel,80061.0,224.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
670,"Creatine Kinase (CK), (CPK), Total",82550.0,130.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
671,"Blood Gas Analysis, including 02 saturation",82805.0,785.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
672,Thyroid Stimulating Hormone,84443.0,185.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
673,"Troponin, Quantitative",84484.0,367.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
674,"Complete Blood Count, with differential WBC, automated",85025.0,122.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
675,"Complete Blood Count, automated",85027.0,135.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
676,Prothrombin Time,85610.0,77.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
677,Partial Thromboplastin Time,85730.0,188.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
678,"CT Scan, Head or Brain, without contrast",70450.0,3075.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
679,"X-Ray, Chest, two views",71046.0,511.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
680,"X-Ray, Lower Back, minimum four views",72110.0,837.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
681,"CT Scan, Pelvis, with contrast",72193.0,4129.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
682,"CT Scan, Abdomen, with contrast",74160.0,3816.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
683,"Ultrasound, Abdomen, Complete",76700.0,1338.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
684,"Ultrasound, OB, 14 weeks or more, transabdominal",76805.0,1294.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
685,12 LEAD EKG; TRACING ONLY,93005.0,244.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
686,"Echocardiography, Transthoracic, complete, without Doppler",93307.0,1970.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
687,"Inhalation Treatment, pressurized or nonpressurized",94640.0,466.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
688,"Arthroscopy, Knee, with meniscectomy (medial or lateral)",29881.0,9209.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
689,Carpal Tunnel Surgery,64721.0,5281.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
690,"Colonoscopy, diagnostic",45378.0,4956.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
691,"Colonoscopy, with biopsy",45380.0,10750.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
692,"Colonoscopy, with lesion removal, by snare technique",45385.0,9973.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
693,"Endoscopy, Upper GI, with biopsy",43239.0,9849.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
694,"Endoscopy, Upper GI, diagnostic",43235.0,10677.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
695,"Excision, Breast Lesion, without preoperative radiological marker",19120.0,9654.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
696,"Hernia Repair, Inguinal, 5 years and older",49505.0,14272.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
697,Laparoscopic Cholecystectomy,47562.0,17278.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
698,"Tympanostomy (insert ventilating  tube, general anesthesia)",69436.0,6005.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
699,"Tonsillectomy with Adenoidectomy, less than 12 years old",42820.0,9631.0,Sutter Roseville Medical Center,38.765635,-121.2495341,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
700,"Emergency Room Visit, Level 2 (low to moderate severity)",99282.0,312.0,State - Coalinga State Hospital,36.1335614,-120.2401099,https://data.chhs.ca.gov/dataset/chargemasters/resource/95e415ee-5c11-40b9-b693-ff9af7985a94
